precio,tipo_inmueble,numero_habitaciones,numero_banos,metros_cuadrados,barrio_ubicacion
$ 3.100.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,70 m²,"Apartamento en arriendo en suramericana, medellín"
$ 4.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en santa maria de los angeles, medellín"
$ 4.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en las palmas, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,68 m²,"Apartamento en arriendo en calasanz, medellín"
$ 7.900.000,"Casa en Medellín, Antioquia",5 Habs. ,4 Baños,300 m²,"Casa en arriendo en los colores, medellín"
$ 5.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,140 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,67 m²,"Apartamento en arriendo en belén rincón, medellín"
$ 16.000.000,"Casa en Medellín, Antioquia",3 Habs. ,5 Baños,600 m²,"Casa en arriendo en el poblado, medellín"
$ 2.800.000,"Casa en Medellín, Antioquia",3 Habs. ,3 Baños,130 m²,"Casa en arriendo en san javier, medellín"
$ 2.100.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,75 m²,"Apartamento en arriendo en san pablo guayabal, medellín"
$ 4.000.000,"Casa en Medellín, Antioquia",4 Habs. ,3 Baños,102 m²,"Casa en arriendo en la almeria, medellín"
$ 2.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,45 m²,"Apartamento en arriendo en la floresta, medellín"
$ 7.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,117 m²,"Apartamento en arriendo en las palmas, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,164 m²,"Apartamento en arriendo en la pilarica, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,89 m²,"Apartamento en arriendo en santa maria de los angeles, medellín"
$ 4.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,98 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 2.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,50 m²,"Apartamento en arriendo en rodeo alto, medellín"
$ 5.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,87 m²,"Apartamento en arriendo en vía las palmas, medellín"
$ 7.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,180 m²,"Apartamento en arriendo en la calera, medellín"
$ 6.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,117 m²,"Apartamento en arriendo en loma de los gonzalez, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,146 m²,"Apartamento en arriendo en estadio, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,59 m²,"Apartamento en arriendo en laureles, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en carlos e restrepo, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,158 m²,"Apartamento en arriendo en la candelaria, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en san antonio de prado, la estrella"
$ 1.500.000,"Casa en Medellín, Antioquia",4 Habs. ,1 Baño,90 m²,"Casa en arriendo en san antonio de prado, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,40 m²,"Apartamento en arriendo en san diego, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en la castellana, medellín"
$ 7.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,130 m²,"Apartamento en arriendo en el poblado, medellín"
$ 5.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,120 m²,"Apartamento en arriendo en los balsos, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en belen la palma, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,100 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,40 m²,"Apartamento en arriendo en san diego, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en la castellana, medellín"
$ 2.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,59 m²,"Apartamento en arriendo en belen la palma, medellín"
$ 2.100.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,45 m²,"Apartamento en arriendo en florida nueva, medellín"
$ 5.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,95 m²,"Apartamento en arriendo en castropol, medellín"
$ 17.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,130 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,70 m²,"Apartamento en arriendo en la castellana, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en la castellana, medellín"
$ 1.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,44 m²,"Apartamento en arriendo en robledo, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,45 m²,"Apartamento en arriendo en belén aliadas, medellín"
$ 2.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,67 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en san javier, medellín"
$ 1.750.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en robledo, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,76 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 2.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en barrio cristóbal, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,110 m²,"Apartamento en arriendo en altos del poblado, medellín"
$ 7.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,180 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,45 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 2.000.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,118 m²,"Casa en arriendo en campo valdes no.1, medellín"
$ 5.135.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,134 m²,"Apartamento en arriendo en las lomas no.1, medellín"
$ 10.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,5 Baños,315 m²,"Apartamento en arriendo en castropol, medellín"
$ 4.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,86 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,75 m²,"Apartamento en arriendo en belén, medellín"
$ 11.500.000,"Casa en Medellín, Antioquia",4 Habs. ,4 Baños,280 m²,"Casa en arriendo en los balsos, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en rodeo alto, medellín"
$ 1.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,40 m²,"Apartamento en arriendo en barrio cristóbal, medellín"
$ 3.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,84 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 1.230.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,36 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 4.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,137 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,120 m²,"Apartamento en arriendo en belen la palma, medellín"
$ 3.250.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.850.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,48 m²,"Apartamento en arriendo en belén san bernardo, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en santa maria de los angeles, medellín"
$ 15.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,6 Baños,425 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en vía las palmas, medellín"
$ 1.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,45 m²,"Apartamento en arriendo en barrio cristóbal, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",5 Habs. ,3 Baños,200 m²,"Apartamento en arriendo en la almeria, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,66 m²,"Apartamento en arriendo en rodeo alto, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,110 m²,Apartamento en arriendo en medellín
$ 1.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,45 m²,"Apartamento en arriendo en barrio cristóbal, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",5 Habs. ,3 Baños,200 m²,"Apartamento en arriendo en la almeria, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,120 m²,"Apartamento en arriendo en belén, medellín"
$ 4.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,94 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 1.350.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,44 m²,Apartamento en arriendo en medellín
$ 4.900.000,"Apartamento en Medellín, Antioquia",4 Habs. ,2 Baños,120 m²,"Apartamento en arriendo en el poblado, medellín"
$ 15.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,200 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en rodeo alto, medellín"
$ 2.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en rodeo alto, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",5 Habs. ,3 Baños,178 m²,"Apartamento en arriendo en prado, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,40 m²,"Apartamento en arriendo en loma del indio, medellín"
$ 7.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,90 m²,"Apartamento en arriendo en el poblado, medellín"
$ 5.000.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,160 m²,"Casa en arriendo en belén, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en laureles, medellín"
$ 2.900.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,106 m²,Apartamento en arriendo en medellín
$ 3.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,105 m²,"Apartamento en arriendo en belen la palma, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en belén rincón, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,110 m²,"Apartamento en arriendo en castropol, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,83 m²,"Apartamento en arriendo en guayabal, medellín"
$ 1.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,50 m²,"Apartamento en arriendo en robledo, medellín"
$ 6.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,140 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,130 m²,"Apartamento en arriendo en la castellana, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,180 m²,"Apartamento en arriendo en alejandria, medellín"
$ 2.100.000,"Apartamento en Medellín, Antioquia",4 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en centro, medellín"
$ 15.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,200 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en rodeo alto, medellín"
$ 3.150.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en laureles, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en laureles, medellín"
$ 8.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,175 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,58 m²,Apartamento en arriendo en rionegro
$ 10.400.000,"Casa en Medellín, Antioquia",3 Habs. ,3 Baños,420 m²,"Casa en arriendo en el poblado, medellín"
$ 2.900.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,106 m²,Apartamento en arriendo en medellín
$ 3.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,105 m²,"Apartamento en arriendo en belen la palma, medellín"
$ 10.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,224 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en el tesoro, medellín"
$ 4.900.000,"Casa en Medellín, Antioquia",4 Habs. ,3 Baños,170 m²,Casa en arriendo en medellín
$ 2.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en calasanz, medellín"
$ 4.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,84 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.800.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,143 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,64 m²,"Apartamento en arriendo en viviendas del sur, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en ciudad del río, medellín"
$ 5.350.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,86 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en san javier, medellín"
$ 2.250.000,"Casa en Medellín, Antioquia",3 Habs. ,3 Baños,90 m²,"Casa en arriendo en rodeo alto, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,85 m²,"Apartamento en arriendo en la almeria, medellín"
$ 11.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,320 m²,"Apartamento en arriendo en el campestre, medellín"
$ 3.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,74 m²,"Apartamento en arriendo en ciudad del río, medellín"
$ 14.000.000,"Casa en Medellín, Antioquia",16 Habs. ,10 Baños,600 m²,"Casa en arriendo en laureles, medellín"
$ 2.300.000,"Casa en Medellín, Antioquia",2 Habs. ,2 Baños,120 m²,"Casa en arriendo en la pilarica, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en barrio cristóbal, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en conquistadores, medellín"
$ 4.200.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,175 m²,"Casa en arriendo en la mota, medellín"
$ 1.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,36 m²,"Apartamento en arriendo en calasanz, medellín"
$ 4.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,105 m²,Apartamento en arriendo en medellín
$ 5.800.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,150 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,114 m²,"Apartamento en arriendo en el velodromo, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,78 m²,"Apartamento en arriendo en belen la palma, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en el poblado, medellín"
$ 7.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,130 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,38 m²,"Apartamento en arriendo en barrio cristóbal, medellín"
$ 14.000.000,"Casa en Medellín, Antioquia",16 Habs. ,10 Baños,600 m²,"Casa en arriendo en laureles, medellín"
$ 7.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,89 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.500.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,105 m²,"Casa en arriendo en belen las playas, medellín"
$ 2.500.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,100 m²,"Casa en arriendo en barrio cristóbal, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en conquistadores, medellín"
$ 1.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,38 m²,"Apartamento en arriendo en barrio cristóbal, medellín"
$ 2.900.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,98 m²,Apartamento en arriendo en medellín
$ 6.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,150 m²,"Apartamento en arriendo en transversal inferior, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,82 m²,"Apartamento en arriendo en guayabal, medellín"
$ 2.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 4.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,130 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,85 m²,"Apartamento en arriendo en la almeria, medellín"
$ 5.350.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,86 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en san javier, medellín"
$ 2.250.000,"Casa en Medellín, Antioquia",3 Habs. ,3 Baños,90 m²,"Casa en arriendo en rodeo alto, medellín"
$ 4.800.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,143 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,64 m²,"Apartamento en arriendo en viviendas del sur, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en ciudad del río, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en conquistadores, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en el chagualo, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 1.750.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,54 m²,"Apartamento en arriendo en pajarito, medellín"
$ 2.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en belén aliadas, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en belén, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,150 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.650.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,Apartamento en arriendo en medellín
$ 3.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,110 m²,"Apartamento en arriendo en la américa, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,140 m²,"Apartamento en arriendo en el poblado, medellín"
$ 8.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,5 Baños,190 m²,Apartamento en arriendo en medellín
$ 2.600.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,110 m²,"Casa en arriendo en la america, medellín"
$ 2.500.000,"Casa en Medellín, Antioquia",2 Habs. ,2 Baños,75 m²,"Casa en arriendo en calasanz, medellín"
$ 3.000.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,135 m²,"Casa en arriendo en simon bolivar, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,100 m²,Apartamento en arriendo en medellín
$ 3.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en conquistadores, medellín"
$ 5.000.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,182 m²,"Casa en arriendo en belén, medellín"
$ 8.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,140 m²,"Apartamento en arriendo en castropol, medellín"
$ 4.750.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,120 m²,"Casa en arriendo en belén, medellín"
$ 5.250.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,86 m²,"Apartamento en arriendo en robledo, medellín"
$ 6.750.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,178 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,55 m²,"Apartamento en arriendo en laureles, medellín"
$ 4.600.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,160 m²,"Apartamento en arriendo en laureles, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,58 m²,"Apartamento en arriendo en laureles, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,110 m²,"Apartamento en arriendo en milla de oro, medellín"
$ 5.250.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,86 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,74 m²,"Apartamento en arriendo en laureles, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en conquistadores, medellín"
$ 1.500.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,85 m²,"Casa en arriendo en belén rincón, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,95 m²,"Apartamento en arriendo en laureles, medellín"
$ 13.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,226 m²,"Apartamento en arriendo en el poblado, medellín"
$ 11.000.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,217 m²,"Casa en arriendo en conquistadores, medellín"
$ 4.100.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,120 m²,"Apartamento en arriendo en laureles, medellín"
$ 3.500.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,172 m²,"Casa en arriendo en belén, medellín"
$ 3.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,98 m²,"Apartamento en arriendo en el poblado, envigado"
$ 4.650.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,111 m²,Apartamento en arriendo en medellín
$ 5.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,90 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,172 m²,"Apartamento en arriendo en laureles, medellín"
$ 4.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,95 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,60 m²,"Apartamento en arriendo en boston, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,74 m²,"Apartamento en arriendo en los colores, medellín"
$ 3.800.000,"Casa en Medellín, Antioquia",3 Habs. ,3 Baños,180 m²,"Casa en arriendo en los colores, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,57 m²,"Apartamento en arriendo en vereda san jose, medellín"
$ 2.200.000,"Casa en Medellín, Antioquia",3 Habs. ,3 Baños,80 m²,Casa en arriendo en medellín
$ 3.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,170 m²,"Apartamento en arriendo en vía las palmas, medellín"
$ 2.400.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,116 m²,"Casa en arriendo en santa lucia, medellín"
$ 1.700.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,96 m²,"Casa en arriendo en aranjuez, medellín"
$ 3.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.900.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,170 m²,"Casa en arriendo en laureles, medellín"
$ 4.950.000,"Apartamento en Medellín, Antioquia",5 Habs. ,4 Baños,216 m²,"Apartamento en arriendo en laureles, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en castropol, medellín"
$ 5.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,100 m²,"Apartamento en arriendo en castropol, medellín"
$ 2.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,68 m²,"Apartamento en arriendo en calasanz, medellín"
$ 1.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,60 m²,"Apartamento en arriendo en san german, medellín"
