precio,tipo_inmueble,numero_habitaciones,numero_banos,metros_cuadrados,barrio_ubicacion
$ 4.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,99 m²,Apartamento en arriendo en medellín
$ 4.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,90 m²,Apartamento en arriendo en medellín
$ 12.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,5 Baños,210 m²,"Apartamento en arriendo en la tomatera, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en los colores, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en ciudad del río, medellín"
$ 1.900.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,82 m²,"Casa en arriendo en trinidad, medellín"
$ 4.100.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,100 m²,"Apartamento en arriendo en los colores, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en santa mónica, medellín"
$ 3.580.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,71 m²,"Apartamento en arriendo en las palmas, medellín"
$ 1.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,55 m²,Apartamento en arriendo en medellín
$ 5.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,116 m²,"Apartamento en arriendo en laureles, medellín"
$ 12.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,5 Baños,210 m²,"Apartamento en arriendo en la tomatera, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en los colores, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en ciudad del río, medellín"
$ 1.900.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,82 m²,"Casa en arriendo en trinidad, medellín"
$ 2.950.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,98 m²,"Apartamento en arriendo en prado, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en la castellana, medellín"
$ 9.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,175 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en conquistadores, medellín"
$ 1.850.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en cordoba, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,100 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.350.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,60 m²,"Apartamento en arriendo en belén san bernardo, medellín"
$ 3.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,65 m²,Apartamento en arriendo en medellín
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en san german, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en belén los alpes, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en loma del indio, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en loma de san julian, medellín"
$ 7.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,104 m²,"Apartamento en arriendo en los balsos, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en san german, medellín"
$ 3.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,120 m²,"Apartamento en arriendo en la aguacatala, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,130 m²,"Apartamento en arriendo en el poblado, medellín"
$ 5.000.000,"Casa en Medellín, Antioquia",4 Habs. ,3 Baños,280 m²,"Casa en arriendo en laureles, medellín"
$ 5.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en los balsos, medellín"
$ 3.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en la almeria, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,62 m²,Apartamento en arriendo en medellín
$ 4.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,81 m²,"Apartamento en arriendo en altos del poblado, medellín"
$ 2.900.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,95 m²,"Casa en arriendo en santa mónica, medellín"
$ 2.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,74 m²,"Apartamento en arriendo en conquistadores, medellín"
$ 9.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,138 m²,"Apartamento en arriendo en las palmas, medellín"
$ 3.553.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en la abadia, envigado"
$ 1.700.000,"Apartamento en Medellín, Antioquia",4 Habs. ,1 Baño,72 m²,"Apartamento en arriendo en buenos aires, medellín"
$ 38.000.000,"Casa en Medellín, Antioquia",3 Habs. ,4 Baños,412 m²,"Casa en arriendo en las palmas, medellín"
$ 1.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,72 m²,"Apartamento en arriendo en belén, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,44 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,87 m²,"Apartamento en arriendo en vía las palmas, medellín"
$ 3.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,67 m²,"Apartamento en arriendo en ciudad del río, medellín"
$ 5.550.000,"Casa en Medellín, Antioquia",5 Habs. ,5 Baños,220 m²,"Casa en arriendo en belén, medellín"
$ 25.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,5 Baños,370 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,65 m²,"Apartamento en arriendo en santa teresita, medellín"
$ 4.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,150 m²,"Apartamento en arriendo en laureles, medellín"
$ 4.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en el poblado, envigado"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,150 m²,"Apartamento en arriendo en san javier, medellín"
$ 33.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,400 m²,"Apartamento en arriendo en provenza, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,110 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.900.000,"Apartamento en Medellín, Antioquia",4 Habs. ,2 Baños,120 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.725.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,89 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.100.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,42 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 4.000.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,185 m²,"Casa en arriendo en laureles, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,64 m²,"Apartamento en arriendo en guayabal, medellín"
$ 3.650.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,68 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,160 m²,"Apartamento en arriendo en el poblado, medellín"
$ 9.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,140 m²,"Apartamento en arriendo en provenza, medellín"
$ 1.100.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,45 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 4.900.000,"Casa en Medellín, Antioquia",4 Habs. ,3 Baños,160 m²,"Casa en arriendo en laureles, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",7 Habs. ,2 Baños,150 m²,"Apartamento en arriendo en belén san bernardo, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",4 Habs. ,2 Baños,86 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en los colores, medellín"
$ 11.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,5 Baños,260 m²,"Apartamento en arriendo en loma de las brujas, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",1 Hab ,2 Baños,67 m²,"Apartamento en arriendo en los balsos, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,124 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,105 m²,"Apartamento en arriendo en la castellana, medellín"
$ 4.650.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,98 m²,Apartamento en arriendo en envigado
$ 7.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,93 m²,Apartamento en arriendo en medellín
$ 4.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,87 m²,"Apartamento en arriendo en zuñiga, envigado"
$ 3.950.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,72 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.100.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en trinidad, medellín"
$ 2.280.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,100 m²,"Casa en arriendo en santa fe, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,70 m²,"Apartamento en arriendo en santa mónica, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en belen la palma, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,105 m²,"Apartamento en arriendo en conquistadores, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,110 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.450.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,56 m²,"Apartamento en arriendo en laureles, medellín"
$ 4.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,68 m²,"Apartamento en arriendo en san joaquin, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,100 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,76 m²,"Apartamento en arriendo en patio bonito, medellín"
$ 4.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,79 m²,Apartamento en arriendo en medellín
$ 6.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,130 m²,"Apartamento en arriendo en la aguacatala, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en belén los alpes, medellín"
$ 6.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,154 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,86 m²,"Apartamento en arriendo en calasanz, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en belen la palma, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,105 m²,"Apartamento en arriendo en conquistadores, medellín"
$ 1.180.000,"Casa en Medellín, Antioquia",2 Habs. ,1 Baño,42 m²,"Casa en arriendo en caicedo, medellín"
$ 18.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,4 Baños,450 m²,"Apartamento en arriendo en el poblado, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,130 m²,"Apartamento en arriendo en la aguacatala, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,76 m²,"Apartamento en arriendo en laureles, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,72 m²,Apartamento en arriendo en medellín
$ 1.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,75 m²,Apartamento en arriendo en medellín
$ 1.650.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,45 m²,Apartamento en arriendo en medellín
$ 4.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,120 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.100.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 20.000.000,"Casa en Medellín, Antioquia",3 Habs. ,6 Baños,320 m²,"Casa en arriendo en loma del chocho, medellín"
$ 22.900.000,"Casa en Medellín, Antioquia",4 Habs. ,6 Baños,420 m²,"Casa en arriendo en las palmas, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en calasanz parte alta, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,105 m²,"Apartamento en arriendo en laureles nogal, medellín"
$ 11.000.000,"Casa en Medellín, Antioquia",3 Habs. ,4 Baños,290 m²,"Casa en arriendo en el tesoro, medellín"
$ 4.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,96 m²,"Apartamento en arriendo en el tesoro, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",4 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en loma del indio, medellín"
$ 3.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,82 m²,"Apartamento en arriendo en belén, medellín"
$ 1.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,58 m²,"Apartamento en arriendo en manrique, medellín"
$ 2.100.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en la candelaria, medellín"
$ 4.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,79 m²,Apartamento en arriendo en medellín
$ 3.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,95 m²,"Apartamento en arriendo en santa maria de los angeles, medellín"
$ 1.850.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en santa mónica, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,135 m²,"Apartamento en arriendo en vizcaya, medellín"
$ 1.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en la candelaria, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,140 m²,"Apartamento en arriendo en patio bonito, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en belén, medellín"
$ 3.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,92 m²,"Apartamento en arriendo en san german, medellín"
$ 8.900.000,"Casa en Medellín, Antioquia",7 Habs. ,4 Baños,300 m²,"Casa en arriendo en laureles, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,48 m²,"Apartamento en arriendo en villa hermosa, medellín"
$ 3.500.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,125 m²,"Casa en arriendo en belén miravalle, medellín"
$ 13.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,170 m²,"Apartamento en arriendo en la florida, medellín"
$ 3.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.350.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,65 m²,"Apartamento en arriendo en sevilla, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,42 m²,Apartamento en arriendo en medellín
$ 2.450.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,58 m²,"Apartamento en arriendo en la america, medellín"
$ 4.000.000,"Casa en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Casa en arriendo en laureles, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,63 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.950.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,106 m²,"Apartamento en arriendo en belen alameda, medellín"
$ 7.200.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,120 m²,"Casa en arriendo en laureles, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en rodeo alto, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.200.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,30.45 m²,"Apartamento en arriendo en santa mónica, medellín"
$ 4.590.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,160 m²,"Apartamento en arriendo en belén, medellín"
$ 1.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,120 m²,"Apartamento en arriendo en manrique, medellín"
$ 2.200.000,"Casa en Medellín, Antioquia",2 Habs. ,1 Baño,100 m²,"Casa en arriendo en santa elena, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,138 m²,"Apartamento en arriendo en laureles, medellín"
$ 22.500.000,"Casa en Medellín, Antioquia",9 Habs. ,7 Baños,850 m²,"Casa en arriendo en el poblado, medellín"
$ 4.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,105 m²,"Apartamento en arriendo en laureles, medellín"
$ 2.850.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en belén, medellín"
$ 13.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,170 m²,"Apartamento en arriendo en la florida, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,42 m²,Apartamento en arriendo en medellín
$ 645.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,130 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,75 m²,"Apartamento en arriendo en el salvador, medellín"
$ 3.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,140 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.500.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Casa en arriendo en belén, medellín"
$ 7.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,120 m²,Apartamento en arriendo en medellín
$ 3.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,67 m²,"Apartamento en arriendo en ciudad del río, medellín"
$ 1.800.000,"Casa en Medellín, Antioquia",3 Habs. ,1 Baño,92 m²,"Casa en arriendo en la milagrosa, medellín"
$ 2.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,67 m²,"Apartamento en arriendo en belén, medellín"
$ 3.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en rodeo alto, medellín"
$ 3.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en el poblado, medellín"
$ 5.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,160 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,127 m²,"Apartamento en arriendo en el tesoro, medellín"
$ 3.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en laureles, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,78 m²,"Apartamento en arriendo en los colores, medellín"
$ 3.000.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,120 m²,"Casa en arriendo en san pablo guayabal, medellín"
$ 4.200.000,"Casa en Medellín, Antioquia",4 Habs. ,3 Baños,150 m²,"Casa en arriendo en calasanz, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en cordoba, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en granada, medellín"
$ 9.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,190 m²,"Apartamento en arriendo en loma del campestre, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,72 m²,"Apartamento en arriendo en san joaquin, medellín"
$ 2.350.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,48 m²,"Apartamento en arriendo en laureles, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en belén rosales, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en belén rincón, medellín"
$ 1.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en buenos aires, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,70 m²,Apartamento en arriendo en medellín
$ 4.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,127 m²,"Apartamento en arriendo en el tesoro, medellín"
$ 3.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en laureles, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,78 m²,"Apartamento en arriendo en los colores, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en granada, medellín"
$ 3.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,72 m²,"Apartamento en arriendo en san joaquin, medellín"
$ 2.350.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,48 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en rodeo alto, medellín"
$ 3.000.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,120 m²,"Casa en arriendo en san pablo guayabal, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,63 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.200.000,"Casa en Medellín, Antioquia",4 Habs. ,3 Baños,150 m²,"Casa en arriendo en calasanz, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en cordoba, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,75 m²,"Apartamento en arriendo en belén, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,72 m²,"Apartamento en arriendo en simon bolivar, medellín"
$ 22.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,5 Baños,468 m²,"Apartamento en arriendo en los balsos, medellín"
$ 7.800.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,157 m²,Apartamento en arriendo en medellín
$ 4.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,100 m²,"Apartamento en arriendo en laureles, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,120 m²,"Apartamento en arriendo en santa maria de los angeles, medellín"
$ 1.150.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,42 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 3.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,95 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 4.100.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,137 m²,"Apartamento en arriendo en laureles, medellín"
$ 11.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,189 m²,"Apartamento en arriendo en el poblado, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,120 m²,"Apartamento en arriendo en santa maria de los angeles, medellín"
$ 1.150.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,42 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 15.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,136 m²,Apartamento en arriendo en medellín
$ 2.850.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,72 m²,"Apartamento en arriendo en belén rosales, medellín"
$ 6.950.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,150 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.100.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en san javier, medellín"
$ 1.950.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,76 m²,"Apartamento en arriendo en calasanz, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en calasanz, medellín"
$ 3.930.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,77 m²,"Apartamento en arriendo en los balsos, medellín"
$ 1.700.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Casa en arriendo en campo valdes no.1, medellín"
