precio,tipo_inmueble,numero_habitaciones,numero_banos,metros_cuadrados,barrio_ubicacion
$ 3.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,76 m²,"Apartamento en arriendo en belén, medellín"
$ 1.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,70 m²,"Apartamento en arriendo en belén san bernardo, medellín"
$ 2.900.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,120 m²,Casa en arriendo en medellín
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en belén los alpes, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,150 m²,"Apartamento en arriendo en laureles, medellín"
$ 2.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,60 m²,"Apartamento en arriendo en manila, medellín"
$ 5.000.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,200 m²,"Casa en arriendo en la milagrosa, medellín"
$ 1.600.000,"Casa en Medellín, Antioquia",3 Habs. ,1 Baño,60 m²,"Casa en arriendo en el salvador, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,140 m²,"Apartamento en arriendo en estadio, medellín"
$ 2.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,105 m²,"Apartamento en arriendo en laureles, medellín"
$ 10.000.000,"Casa en Medellín, Antioquia",3 Habs. ,4 Baños,278 m²,"Casa en arriendo en el tesoro, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en cristobal, medellín"
$ 3.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,82 m²,"Apartamento en arriendo en el poblado, envigado"
$ 18.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,5 Baños,500 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en calasanz, medellín"
$ 900.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,30 m²,"Apartamento en arriendo en laureles, medellín"
$ 3.200.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,147 m²,"Casa en arriendo en san javier, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en calasanz parte alta, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,125 m²,"Apartamento en arriendo en el tesoro, medellín"
$ 3.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,103 m²,"Apartamento en arriendo en belén, medellín"
$ 2.950.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en laureles, medellín"
$ 5.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,130 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.350.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en lorena, medellín"
$ 2.400.000,"Casa en Medellín, Antioquia",4 Habs. ,3 Baños,54 m²,"Casa en arriendo en san antonio de prado, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,Apartamento en arriendo en medellín
$ 2.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,65 m²,"Apartamento en arriendo en santa fe, medellín"
$ 900.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,30 m²,"Apartamento en arriendo en laureles, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,94 m²,"Apartamento en arriendo en castropol, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,160 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.200.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,147 m²,"Casa en arriendo en san javier, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en calasanz parte alta, medellín"
$ 4.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,102 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en laureles, medellín"
$ 2.500.000,"Casa en Medellín, Antioquia",4 Habs. ,3 Baños,300 m²,"Casa en arriendo en san cristobal, medellín"
$ 13.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,263 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,105 m²,"Apartamento en arriendo en laureles, medellín"
$ 10.000.000,"Casa en Medellín, Antioquia",3 Habs. ,4 Baños,278 m²,"Casa en arriendo en el tesoro, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en cristobal, medellín"
$ 3.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,103 m²,"Apartamento en arriendo en belén, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en calasanz, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,65 m²,"Apartamento en arriendo en santa fe, medellín"
$ 5.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,130 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.950.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.600.000,"Casa en Medellín, Antioquia",3 Habs. ,1 Baño,60 m²,"Casa en arriendo en el salvador, medellín"
$ 3.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,82 m²,"Apartamento en arriendo en el poblado, envigado"
$ 18.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,5 Baños,500 m²,"Apartamento en arriendo en el poblado, medellín"
$ 5.000.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,200 m²,"Casa en arriendo en la milagrosa, medellín"
$ 2.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,60 m²,"Apartamento en arriendo en manila, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,140 m²,"Apartamento en arriendo en estadio, medellín"
$ 3.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,90 m²,"Apartamento en arriendo en laureles, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,120 m²,"Apartamento en arriendo en el poblado, medellín"
$ 13.000.000,"Casa en Medellín, Antioquia",3 Habs. ,5 Baños,320 m²,"Casa en arriendo en el poblado, medellín"
$ 3.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en san diego, medellín"
$ 7.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,180 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,140 m²,"Apartamento en arriendo en los colores, medellín"
$ 1.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,62 m²,"Apartamento en arriendo en rodeo alto, medellín"
$ 1.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,49 m²,Apartamento en arriendo en medellín
$ 1.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en occidente, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en san joaquin, medellín"
$ 3.500.000,"Casa en Medellín, Antioquia",3 Habs. ,3 Baños,140 m²,"Casa en arriendo en belén, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,100 m²,"Apartamento en arriendo en los balsos, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en calasanz, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,45 m²,"Apartamento en arriendo en el chagualo, medellín"
$ 1.600.000,"Casa en Medellín, Antioquia",5 Habs. ,3 Baños,100 m²,"Casa en arriendo en laureles, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en san joaquin, medellín"
$ 5.350.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,94 m²,"Apartamento en arriendo en el poblado, medellín"
$ 22.000.000,"Casa en Medellín, Antioquia",13 Habs. ,5 Baños,389 m²,"Casa en arriendo en san lucas, medellín"
$ 3.700.000,"Casa en Medellín, Antioquia",4 Habs. ,3 Baños,97 m²,"Casa en arriendo en rodeo alto, medellín"
$ 1.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,65 m²,"Apartamento en arriendo en manrique, medellín"
$ 6.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,120 m²,"Apartamento en arriendo en la linde, medellín"
$ 3.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,82 m²,"Apartamento en arriendo en belén, medellín"
$ 16.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,6 Baños,270 m²,"Apartamento en arriendo en el campestre, medellín"
$ 1.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en san antonio de prado, medellín"
$ 2.000.000,"Casa en Medellín, Antioquia",5 Habs. ,2 Baños,95 m²,"Casa en arriendo en cataluña, medellín"
$ 12.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,224 m²,Apartamento en arriendo en medellín
$ 3.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,92 m²,Apartamento en arriendo en medellín
$ 3.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,120 m²,Apartamento en arriendo en medellín
$ 7.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,190 m²,"Apartamento en arriendo en el poblado, medellín"
$ 5.200.000,"Casa en Medellín, Antioquia",5 Habs. ,3 Baños,207 m²,"Casa en arriendo en belén, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",1 Hab ,2 Baños,70 m²,"Apartamento en arriendo en la frontera, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en el poblado, medellín"
$ 12.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,230 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,74 m²,"Apartamento en arriendo en cordoba, medellín"
$ 2.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en belén, medellín"
$ 4.500.000,"Casa en Medellín, Antioquia",5 Habs. ,4 Baños,148 m²,"Casa en arriendo en laureles, medellín"
$ 1.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,38 m²,"Apartamento en arriendo en loreto, medellín"
$ 20.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,7 Baños,471 m²,Apartamento en arriendo en medellín
$ 1.350.000,"Casa en Medellín, Antioquia",4 Habs. ,1 Baño,68 m²,"Casa en arriendo en el salvador, medellín"
$ 3.300.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,42 m²,"Apartamento en arriendo en laureles, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 2.300.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en urbanizacion quintas del sol de la mota, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,120 m²,"Apartamento en arriendo en urbanización las cumbres, medellín"
$ 2.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en san german, medellín"
$ 3.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,84 m²,"Apartamento en arriendo en ciudad del río, medellín"
$ 3.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,85 m²,"Apartamento en arriendo en belén, medellín"
$ 11.000.000,"Casa en Medellín, Antioquia",3 Habs. ,5 Baños,117 m²,"Casa en arriendo en castropol, medellín"
$ 3.000.000,"Casa en Medellín, Antioquia",3 Habs. ,3 Baños,120 m²,"Casa en arriendo en laureles, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,76 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 2.600.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,118 m²,"Casa en arriendo en buenos aires, medellín"
$ 7.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,122 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,100 m²,"Apartamento en arriendo en el tesoro, medellín"
$ 7.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,120 m²,"Apartamento en arriendo en el poblado, medellín"
$ 9.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,175 m²,"Apartamento en arriendo en los parra, medellín"
$ 3.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,76 m²,"Apartamento en arriendo en la almeria, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en calasanz, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,30 m²,"Apartamento en arriendo en simon bolivar, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en laureles, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,80 m²,"Apartamento en arriendo en la almeria, medellín"
$ 12.000.000,"Casa en Medellín, Antioquia",4 Habs. ,3 Baños,217 m²,"Casa en arriendo en la aguacatala, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,78 m²,"Apartamento en arriendo en san diego, medellín"
$ 6.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,110 m²,"Apartamento en arriendo en el poblado, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en boston, medellín"
$ 4.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,98 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.200.000,"Casa en Medellín, Antioquia",5 Habs. ,3 Baños,207 m²,"Casa en arriendo en belén, medellín"
$ 3.000.000,"Casa en Medellín, Antioquia",3 Habs. ,3 Baños,100 m²,Casa en arriendo en medellín
$ 4.500.000,"Casa en Medellín, Antioquia",4 Habs. ,4 Baños,150 m²,"Casa en arriendo en laureles, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,50 m²,"Apartamento en arriendo en robledo, medellín"
$ 2.200.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,98 m²,"Casa en arriendo en santa lucia, medellín"
$ 6.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,120 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,Apartamento en arriendo en medellín
$ 5.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,113 m²,"Apartamento en arriendo en los naranjos, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en santa mónica, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,90 m²,"Apartamento en arriendo en la floresta, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,82 m²,"Apartamento en arriendo en belén, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en belen las playas, medellín"
$ 2.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,Apartamento en arriendo en medellín
$ 4.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,108 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,112 m²,"Apartamento en arriendo en conquistadores, medellín"
$ 2.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,240 m²,"Apartamento en arriendo en buenos aires, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,68 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 5.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,113 m²,"Apartamento en arriendo en los naranjos, medellín"
$ 2.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,65 m²,"Apartamento en arriendo en santa fe, medellín"
$ 3.000.000,"Casa en Medellín, Antioquia",3 Habs. ,3 Baños,100 m²,Casa en arriendo en medellín
$ 2.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,75 m²,"Apartamento en arriendo en guayabal, medellín"
$ 2.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en belen las playas, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,90 m²,"Apartamento en arriendo en la floresta, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,82 m²,"Apartamento en arriendo en belén, medellín"
$ 4.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.300.000,"Casa en Medellín, Antioquia",4 Habs. ,2 Baños,134 m²,"Casa en arriendo en laureles, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,75 m²,Apartamento en arriendo en medellín
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en santa mónica, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,78 m²,"Apartamento en arriendo en san diego, medellín"
$ 6.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,110 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.200.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,98 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.200.000,"Casa en Medellín, Antioquia",5 Habs. ,3 Baños,207 m²,"Casa en arriendo en belén, medellín"
$ 1.500.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,50 m²,"Apartamento en arriendo en boston, medellín"
$ 12.000.000,"Casa en Medellín, Antioquia",4 Habs. ,3 Baños,217 m²,"Casa en arriendo en la aguacatala, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,51 m²,Apartamento en arriendo en medellín
$ 7.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,5 Baños,134 m²,Apartamento en arriendo en medellín
$ 2.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en cristo rey, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,70 m²,"Apartamento en arriendo en los balsos, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,80 m²,"Apartamento en arriendo en la almeria, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,70 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,30 m²,"Apartamento en arriendo en simon bolivar, medellín"
$ 1.550.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,60 m²,"Apartamento en arriendo en guayabal, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,68 m²,"Apartamento en arriendo en calasanz parte alta, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,60 m²,"Apartamento en arriendo en las palmas, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,56 m²,"Apartamento en arriendo en belén rincón, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,117 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en belen la palma, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,150 m²,"Apartamento en arriendo en la pilarica, medellín"
$ 14.000.000,"Casa en Medellín, Antioquia",4 Habs. ,5 Baños,280 m²,"Casa en arriendo en los balsos, medellín"
$ 3.400.000,"Apartamento en Medellín, Antioquia",1 Hab ,2 Baños,50 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.900.000,"Apartamento en Medellín, Antioquia",1 Hab ,3 Baños,110 m²,Apartamento en arriendo en medellín
$ 7.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,124 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,100 m²,Apartamento en arriendo en medellín
$ 5.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,105 m²,"Apartamento en arriendo en loma de los gonzalez, medellín"
$ 8.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,158 m²,"Apartamento en arriendo en el poblado, medellín"
$ 4.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,110 m²,"Apartamento en arriendo en san lucas, medellín"
$ 2.900.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,110 m²,"Apartamento en arriendo en belén, medellín"
$ 1.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en san gabriel, medellín"
$ 5.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,110 m²,"Apartamento en arriendo en la calera, medellín"
$ 4.000.000,"Apartamento en Medellín, Antioquia",5 Habs. ,3 Baños,160 m²,"Apartamento en arriendo en suramericana, medellín"
$ 1.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,70 m²,"Apartamento en arriendo en belén, medellín"
$ 1.750.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,38 m²,"Apartamento en arriendo en guayaquil, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,56 m²,"Apartamento en arriendo en el poblado, medellín"
$ 950.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,40 m²,"Apartamento en arriendo en robledo, medellín"
$ 3.850.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,110 m²,"Apartamento en arriendo en conquistadores, medellín"
$ 3.150.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,52 m²,"Apartamento en arriendo en el poblado, medellín"
$ 2.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,63 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 3.461.291,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,70 m²,"Apartamento en arriendo en san diego, medellín"
$ 18.500.000,"Apartamento en Medellín, Antioquia",3 Habs. ,3 Baños,283 m²,"Apartamento en arriendo en el poblado, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,70 m²,"Apartamento en arriendo en loma de las brujas, medellín"
$ 3.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,92 m²,"Apartamento en arriendo en loma de los bernal, medellín"
$ 2.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,92 m²,Apartamento en arriendo en medellín
$ 1.600.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,80 m²,"Apartamento en arriendo en manrique, medellín"
$ 2.600.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,80 m²,"Apartamento en arriendo en san diego, medellín"
$ 3.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,75 m²,"Apartamento en arriendo en loma de san julian, medellín"
$ 2.800.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,65 m²,"Apartamento en arriendo en manila, medellín"
$ 18.000.000,"Casa en Medellín, Antioquia",4 Habs. ,4 Baños,370 m²,Casa en arriendo en medellín
$ 1.900.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,55 m²,"Apartamento en arriendo en santa mónica, medellín"
$ 3.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,84 m²,Apartamento en arriendo en medellín
$ 3.400.000,"Apartamento en Medellín, Antioquia",1 Hab ,2 Baños,56 m²,"Apartamento en arriendo en ciudad del río, medellín"
$ 4.580.000,"Apartamento en Medellín, Antioquia",4 Habs. ,3 Baños,174 m²,"Apartamento en arriendo en laureles, medellín"
$ 1.700.000,"Apartamento en Medellín, Antioquia",3 Habs. ,2 Baños,53 m²,Apartamento en arriendo en medellín
$ 3.450.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,77 m²,"Apartamento en arriendo en la almeria, medellín"
$ 1.200.000,"Apartamento en Medellín, Antioquia",1 Hab ,1 Baño,30 m²,"Apartamento en arriendo en villa hermosa, medellín"
$ 2.950.000,"Apartamento en Medellín, Antioquia",4 Habs. ,2 Baños,96 m²,"Apartamento en arriendo en calasanz, medellín"
$ 5.000.000,"Apartamento en Medellín, Antioquia",2 Habs. ,3 Baños,82 m²,Apartamento en arriendo en medellín
$ 2.200.000,"Apartamento en Medellín, Antioquia",3 Habs. ,1 Baño,65 m²,"Apartamento en arriendo en belén los alpes, medellín"
$ 1.800.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,50 m²,"Apartamento en arriendo en santa lucia, medellín"
$ 1.700.000,"Apartamento en Medellín, Antioquia",2 Habs. ,1 Baño,38 m²,"Apartamento en arriendo en barrio cristóbal, medellín"
$ 3.400.000,"Casa en Medellín, Antioquia",3 Habs. ,2 Baños,130 m²,"Casa en arriendo en guayabal, medellín"
$ 4.300.000,"Apartamento en Medellín, Antioquia",2 Habs. ,2 Baños,100 m²,Apartamento en arriendo en medellín
$ 8.000.000,"Apartamento en Medellín, Antioquia",3 Habs. ,4 Baños,208 m²,Apartamento en arriendo en medellín
$ 4.900.000,"Apartamento en Medellín, Antioquia",1 Hab ,3 Baños,110 m²,Apartamento en arriendo en medellín
